entry	hap_id	prototype	family	contig	start0	end0	strand	query_length	query_coverage	identity	mapq	eligible
HG00235_2	HG00235#2	CYP21A1P	CYP21	HG00235#2#JBIREE010000012.1:28440799-33687305	3587426	3590700	+	3274	1.0	0.998167379352474	60	1
HG00235_2	HG00235#2	CYP21A1P	CYP21	HG00235#2#JBIREE010000012.1:28440799-33687305	3620161	3623433	+	3274	1.0	0.977459640572647	0	1
HG00235_2	HG00235#2	CYP21A2	CYP21	HG00235#2#JBIREE010000012.1:28440799-33687305	3620206	3623433	+	3230	1.0	0.9959752321981424	60	1
HG00235_2	HG00235#2	CYP21A2	CYP21	HG00235#2#JBIREE010000012.1:28440799-33687305	3587476	3590700	+	3230	0.9984520123839009	0.9780389730900093	0	1
HG00235_2	HG00235#2	TNXA	TNX	HG00235#2#JBIREE010000012.1:28440799-33687305	3590210	3594814	-	4604	1.0	0.9980451781059948	60	1
HG00235_2	HG00235#2	TNXA	TNX	HG00235#2#JBIREE010000012.1:28440799-33687305	3622943	3627666	-	4604	1.0	0.9688823031329382	0	1
HG00235_2	HG00235#2	TNXB	TNX	HG00235#2#JBIREE010000012.1:28440799-33687305	3622941	3691120	-	68186	1.0	0.998768400680312	60	1
HG00235_2	HG00235#2	WHR1B	WHR1	HG00235#2#JBIREE010000012.1:28440799-33687305	3595060	3595578	+	518	1.0	0.9980694980694981	60	1
HG00235_2	HG00235#2	WHR1B	WHR1	HG00235#2#JBIREE010000012.1:28440799-33687305	3562322	3562840	+	518	1.0	0.9942084942084942	0	1
HG00253_1	HG00253#1	WHR1	WHR1	HG00253#1#CM094460.1:28362997-33511495	3554970	3565233	+	10272	1.0	0.9980529595015576	60	1
HG00253_1	HG00253#1	CYP21A1P	CYP21	HG00253#1#CM094460.1:28362997-33511495	3589423	3592697	+	3274	1.0	0.9969456322541234	60	1
HG00253_1	HG00253#1	CYP21A1P	CYP21	HG00253#1#CM094460.1:28362997-33511495	3615791	3619066	+	3274	1.0	0.976850441669205	0	1
HG00253_1	HG00253#1	CYP21A2	CYP21	HG00253#1#CM094460.1:28362997-33511495	3615836	3619066	+	3230	1.0	0.9978328173374613	60	1
HG00253_1	HG00253#1	CYP21A2	CYP21	HG00253#1#CM094460.1:28362997-33511495	3589473	3592697	+	3230	0.9984520123839009	0.9786575935663471	0	1
HG00253_1	HG00253#1	TNXA	TNX	HG00253#1#CM094460.1:28362997-33511495	3592207	3596811	-	4604	1.0	0.9963075586446568	33	1
HG00253_1	HG00253#1	TNXA	TNX	HG00253#1#CM094460.1:28362997-33511495	3618576	3623299	-	4604	1.0	0.9699407281964437	0	1
HG00253_1	HG00253#1	TNXB	TNX	HG00253#1#CM094460.1:28362997-33511495	3618574	3686774	-	68186	1.0	0.9992229536557832	60	1
HG00253_1	HG00253#1	WHR1B	WHR1	HG00253#1#CM094460.1:28362997-33511495	3597057	3597575	+	518	1.0	0.9961389961389961	60	1
HG00253_1	HG00253#1	WHR1B	WHR1	HG00253#1#CM094460.1:28362997-33511495	3564321	3564836	+	518	1.0	0.9884169884169884	0	1
HG00253_2	HG00253#2	WHR1	WHR1	HG00253#2#CM094482.1:28362559-33525998	3554289	3564561	+	10272	1.0	1.0	60	1
HG00253_2	HG00253#2	CYP21A1P	CYP21	HG00253#2#CM094482.1:28362559-33525998	3588750	3592024	+	3274	1.0	1.0	60	1
HG00253_2	HG00253#2	CYP21A1P	CYP21	HG00253#2#CM094482.1:28362559-33525998	3621484	3624759	+	3274	1.0	0.9780688394760889	0	1
HG00253_2	HG00253#2	CYP21A2	CYP21	HG00253#2#CM094482.1:28362559-33525998	3621529	3624759	+	3230	1.0	0.9996904024767802	60	1
HG00253_2	HG00253#2	CYP21A2	CYP21	HG00253#2#CM094482.1:28362559-33525998	3588800	3592024	+	3230	0.9984520123839009	0.9780389730900093	0	1
HG00253_2	HG00253#2	TNXA	TNX	HG00253#2#CM094482.1:28362559-33525998	3591534	3596138	-	4604	1.0	1.0	60	1
HG00253_2	HG00253#2	TNXA	TNX	HG00253#2#CM094482.1:28362559-33525998	3624269	3628992	-	4604	1.0	0.9701524132091448	0	1
HG00253_2	HG00253#2	TNXB	TNX	HG00253#2#CM094482.1:28362559-33525998	3624267	3692448	-	68186	1.0	0.9999266711641686	60	1
HG00253_2	HG00253#2	WHR1B	WHR1	HG00253#2#CM094482.1:28362559-33525998	3596384	3596902	+	518	1.0	1.0	60	1
HG00253_2	HG00253#2	WHR1B	WHR1	HG00253#2#CM094482.1:28362559-33525998	3563646	3564164	+	518	1.0	0.9942084942084942	0	1
HG00272_1	HG00272#1	WHR1	WHR1	HG00272#1#CM094189.1:28268096-33422158	3550160	3560422	+	10272	1.0	0.9981503115264797	60	1
HG00272_1	HG00272#1	CYP21A1P	CYP21	HG00272#1#CM094189.1:28268096-33422158	3584612	3587886	+	3274	1.0	0.9969456322541234	60	1
HG00272_1	HG00272#1	CYP21A1P	CYP21	HG00272#1#CM094189.1:28268096-33422158	3617347	3620621	+	3274	1.0	0.9780621572212066	0	1
HG00272_1	HG00272#1	CYP21A2	CYP21	HG00272#1#CM094189.1:28268096-33422158	3617392	3620621	+	3230	1.0	0.9978328173374613	60	1
HG00272_1	HG00272#1	CYP21A2	CYP21	HG00272#1#CM094189.1:28268096-33422158	3584662	3587886	+	3230	0.9984520123839009	0.9786575935663471	0	1
HG00272_1	HG00272#1	TNXA	TNX	HG00272#1#CM094189.1:28268096-33422158	3587396	3592000	-	4604	1.0	0.9958731537793223	50	1
HG00272_1	HG00272#1	TNXA	TNX	HG00272#1#CM094189.1:28268096-33422158	3620131	3624854	-	4604	1.0	0.9688823031329382	0	1
HG00272_1	HG00272#1	TNXB	TNX	HG00272#1#CM094189.1:28268096-33422158	3620129	3688306	-	68186	1.0	0.9987976186984956	60	1
HG00272_1	HG00272#1	WHR1B	WHR1	HG00272#1#CM094189.1:28268096-33422158	3592246	3592764	+	518	1.0	0.9961389961389961	60	1
HG00272_1	HG00272#1	WHR1B	WHR1	HG00272#1#CM094189.1:28268096-33422158	3559510	3560025	+	518	1.0	0.9884169884169884	0	1
HG00272_2	HG00272#2	WHR1	WHR1	HG00272#2#CM094216.1:28400431-33497055	3553064	3563336	+	10272	1.0	0.9999026479750779	60	1
HG00272_2	HG00272#2	CYP21A1P	CYP21	HG00272#2#CM094216.1:28400431-33497055	3581154	3584429	+	3274	1.0	0.976545842217484	60	1
HG00272_2	HG00272#2	CYP21A2	CYP21	HG00272#2#CM094216.1:28400431-33497055	3581199	3584429	+	3230	1.0	0.9984520123839009	60	1
HG00272_2	HG00272#2	TNXA	TNX	HG00272#2#CM094216.1:28400431-33497055	3583939	3588662	-	4604	1.0	0.9699407281964437	60	1
HG00272_2	HG00272#2	TNXB	TNX	HG00272#2#CM094216.1:28400431-33497055	3583937	3652138	-	68186	1.0	0.9991496847969505	60	1
HG00272_2	HG00272#2	WHR1B	WHR1	HG00272#2#CM094216.1:28400431-33497055	3562421	3562939	+	518	1.0	0.9942084942084942	60	1
HG00280_1	HG00280#1	WHR1	WHR1	HG00280#1#CM087149.1:28404965-33542525	3553113	3563386	+	10272	1.0	0.9989293361884368	60	1
HG00280_1	HG00280#1	CYP21A1P	CYP21	HG00280#1#CM087149.1:28404965-33542525	3587575	3590849	+	3274	1.0	0.998167379352474	60	1
HG00280_1	HG00280#1	CYP21A1P	CYP21	HG00280#1#CM087149.1:28404965-33542525	3620310	3623584	+	3274	1.0	0.9795856185252895	0	1
HG00280_1	HG00280#1	CYP21A2	CYP21	HG00280#1#CM087149.1:28404965-33542525	3620355	3623584	+	3230	1.0	0.996594427244582	60	1
HG00280_1	HG00280#1	CYP21A2	CYP21	HG00280#1#CM087149.1:28404965-33542525	3587625	3590849	+	3230	0.9984520123839009	0.9780389730900093	0	1
HG00280_1	HG00280#1	TNXA	TNX	HG00280#1#CM087149.1:28404965-33542525	3590359	3594963	-	4604	1.0	0.9980451781059948	60	1
HG00280_1	HG00280#1	TNXA	TNX	HG00280#1#CM087149.1:28404965-33542525	3623094	3627817	-	4604	1.0	0.9686706181202371	0	1
HG00280_1	HG00280#1	TNXB	TNX	HG00280#1#CM087149.1:28404965-33542525	3623092	3691266	-	68186	1.0	0.9986804293003343	60	1
HG00280_1	HG00280#1	WHR1B	WHR1	HG00280#1#CM087149.1:28404965-33542525	3595209	3595727	+	518	1.0	0.9980694980694981	60	1
HG00280_1	HG00280#1	WHR1B	WHR1	HG00280#1#CM087149.1:28404965-33542525	3562471	3562989	+	518	1.0	0.9942084942084942	0	1
HG00280_2	HG00280#2	WHR1	WHR1	HG00280#2#CM087160.1:28390542-33496389	3562308	3572580	+	10272	1.0	0.9999026479750779	60	1
HG00280_2	HG00280#2	CYP21A1P	CYP21	HG00280#2#CM087160.1:28390542-33496389	3590398	3593673	+	3274	1.0	0.976545842217484	60	1
HG00280_2	HG00280#2	CYP21A2	CYP21	HG00280#2#CM087160.1:28390542-33496389	3590443	3593673	+	3230	1.0	0.9984520123839009	60	1
HG00280_2	HG00280#2	TNXA	TNX	HG00280#2#CM087160.1:28390542-33496389	3593183	3597906	-	4604	1.0	0.9699407281964437	60	1
HG00280_2	HG00280#2	TNXB	TNX	HG00280#2#CM087160.1:28390542-33496389	3593181	3661373	-	68186	1.0	0.9992375590158646	60	1
HG00280_2	HG00280#2	WHR1B	WHR1	HG00280#2#CM087160.1:28390542-33496389	3571665	3572183	+	518	1.0	0.9942084942084942	60	1
HG00290_1	HG00290#1	WHR1	WHR1	HG00290#1#CM089982.1:28384478-33524366	3563957	3574229	+	10272	1.0	0.9991239170641487	60	1
HG00290_1	HG00290#1	CYP21A1P	CYP21	HG00290#1#CM089982.1:28384478-33524366	3598415	3601690	+	3274	1.0	0.977155041120926	60	1
HG00290_1	HG00290#1	CYP21A2	CYP21	HG00290#1#CM089982.1:28384478-33524366	3598460	3601690	+	3230	1.0	0.9975232198142415	60	1
HG00290_1	HG00290#1	TNXA	TNX	HG00290#1#CM089982.1:28384478-33524366	3601200	3605923	-	4604	1.0	0.970575783234547	60	1
HG00290_1	HG00290#1	TNXB	TNX	HG00290#1#CM089982.1:28384478-33524366	3601198	3669400	-	68186	1.0	0.9992522871217453	60	1
HG00290_1	HG00290#1	WHR1B	WHR1	HG00290#1#CM089982.1:28384478-33524366	3573314	3573832	+	518	1.0	0.9942084942084942	60	1
HG00290_2	HG00290#2	WHR1	WHR1	HG00290#2#CM090006.1:28396532-33558743	3554268	3564540	+	10272	1.0	0.9995132398753894	60	1
HG00290_2	HG00290#2	CYP21A1P	CYP21	HG00290#2#CM090006.1:28396532-33558743	3588730	3592004	+	3274	1.0	0.9966401954795358	60	1
HG00290_2	HG00290#2	CYP21A1P	CYP21	HG00290#2#CM090006.1:28396532-33558743	3621466	3624741	+	3274	1.0	0.977459640572647	0	1
HG00290_2	HG00290#2	CYP21A2	CYP21	HG00290#2#CM090006.1:28396532-33558743	3621511	3624741	+	3230	1.0	0.9975232198142415	60	1
HG00290_2	HG00290#2	CYP21A2	CYP21	HG00290#2#CM090006.1:28396532-33558743	3588780	3592004	+	3230	0.9984520123839009	0.9777296628518404	0	1
HG00290_2	HG00290#2	TNXA	TNX	HG00290#2#CM090006.1:28396532-33558743	3591514	3596118	-	4604	1.0	0.9976107732406603	47	1
HG00290_2	HG00290#2	TNXA	TNX	HG00290#2#CM090006.1:28396532-33558743	3624251	3628974	-	4604	1.0	0.970575783234547	0	1
HG00290_2	HG00290#2	TNXB	TNX	HG00290#2#CM090006.1:28396532-33558743	3624249	3692443	-	68186	1.0	0.9992815670635153	60	1
HG00290_2	HG00290#2	WHR1B	WHR1	HG00290#2#CM090006.1:28396532-33558743	3596364	3596882	+	518	1.0	0.9980694980694981	34	1
HG00290_2	HG00290#2	WHR1B	WHR1	HG00290#2#CM090006.1:28396532-33558743	3563625	3564143	+	518	1.0	0.9961389961389961	0	1
HG00320_1	HG00320#1	WHR1	WHR1	HG00320#1#CM089951.1:28434922-33547606	3624508	3634780	+	10272	1.0	0.9991239170641487	60	1
HG00320_1	HG00320#1	CYP21A1P	CYP21	HG00320#1#CM089951.1:28434922-33547606	3658966	3662238	+	3274	1.0	0.977459640572647	60	1
HG00320_1	HG00320#1	CYP21A2	CYP21	HG00320#1#CM089951.1:28434922-33547606	3659011	3662238	+	3230	1.0	0.9959752321981424	60	1
HG00320_1	HG00320#1	TNXA	TNX	HG00320#1#CM089951.1:28434922-33547606	3661748	3666471	-	4604	1.0	0.9688823031329382	60	1
HG00320_1	HG00320#1	TNXB	TNX	HG00320#1#CM089951.1:28434922-33547606	3661746	3729933	-	68186	1.0	0.9986219635553341	60	1
HG00320_1	HG00320#1	WHR1B	WHR1	HG00320#1#CM089951.1:28434922-33547606	3633865	3634383	+	518	1.0	0.9942084942084942	60	1
HG00320_2	HG00320#2	WHR1	WHR1	HG00320#2#CM089965.1:28395668-33476154	3566328	3576601	+	10272	1.0	0.9994159447094325	60	1
HG00320_2	HG00320#2	CYP21A1P	CYP21	HG00320#2#CM089965.1:28395668-33476154	3600789	3604063	+	3274	1.0	0.9987782529016493	60	1
HG00320_2	HG00320#2	CYP21A1P	CYP21	HG00320#2#CM089965.1:28395668-33476154	3627155	3630430	+	3274	1.0	0.977459640572647	0	1
HG00320_2	HG00320#2	CYP21A2	CYP21	HG00320#2#CM089965.1:28395668-33476154	3627205	3630430	+	3230	0.9984520123839009	0.9990697674418605	60	1
HG00320_2	HG00320#2	CYP21A2	CYP21	HG00320#2#CM089965.1:28395668-33476154	3600839	3604063	+	3230	0.9984520123839009	0.9774203526136716	0	1
HG00320_2	HG00320#2	TNXA	TNX	HG00320#2#CM089965.1:28395668-33476154	3603573	3608177	-	4604	1.0	0.9978279756733276	60	1
HG00320_2	HG00320#2	TNXA	TNX	HG00320#2#CM089965.1:28395668-33476154	3629940	3634663	-	4604	1.0	0.9701524132091448	0	1
HG00320_2	HG00320#2	TNXB	TNX	HG00320#2#CM089965.1:28395668-33476154	3629938	3698131	-	68186	1.0	0.9992668836691007	60	1
HG00320_2	HG00320#2	WHR1B	WHR1	HG00320#2#CM089965.1:28395668-33476154	3608423	3608941	+	518	1.0	0.9961389961389961	43	1
HG00320_2	HG00320#2	WHR1B	WHR1	HG00320#2#CM089965.1:28395668-33476154	3575686	3576204	+	518	1.0	0.9942084942084942	0	1
HG00321_1	HG00321#1	WHR1	WHR1	HG00321#1#CM089541.1:28422537-33579208	3555897	3566170	+	10272	1.0	0.9994159447094325	60	1
HG00321_1	HG00321#1	CYP21A1P	CYP21	HG00321#1#CM089541.1:28422537-33579208	3590358	3593632	+	3274	1.0	0.9987782529016493	60	1
HG00321_1	HG00321#1	CYP21A1P	CYP21	HG00321#1#CM089541.1:28422537-33579208	3616724	3619999	+	3274	1.0	0.977459640572647	0	1
HG00321_1	HG00321#1	CYP21A2	CYP21	HG00321#1#CM089541.1:28422537-33579208	3616774	3619999	+	3230	0.9984520123839009	0.9990697674418605	60	1
HG00321_1	HG00321#1	CYP21A2	CYP21	HG00321#1#CM089541.1:28422537-33579208	3590408	3593632	+	3230	0.9984520123839009	0.9774203526136716	0	1
HG00321_1	HG00321#1	TNXA	TNX	HG00321#1#CM089541.1:28422537-33579208	3593142	3597746	-	4604	1.0	0.9980451781059948	60	1
HG00321_1	HG00321#1	TNXA	TNX	HG00321#1#CM089541.1:28422537-33579208	3619509	3624232	-	4604	1.0	0.9701524132091448	0	1
HG00321_1	HG00321#1	TNXB	TNX	HG00321#1#CM089541.1:28422537-33579208	3619507	3687700	-	68186	1.0	0.9992668836691007	60	1
HG00321_1	HG00321#1	WHR1B	WHR1	HG00321#1#CM089541.1:28422537-33579208	3597992	3598510	+	518	1.0	0.9961389961389961	43	1
HG00321_1	HG00321#1	WHR1B	WHR1	HG00321#1#CM089541.1:28422537-33579208	3565255	3565773	+	518	1.0	0.9942084942084942	0	1
HG00321_2	HG00321#2	WHR1	WHR1	HG00321#2#CM089572.1:28378789-33420293	3553400	3563672	+	10272	1.0	0.9991239170641487	60	1
HG00321_2	HG00321#2	CYP21A1P	CYP21	HG00321#2#CM089572.1:28378789-33420293	3587858	3591130	+	3274	1.0	0.977459640572647	60	1
HG00321_2	HG00321#2	CYP21A2	CYP21	HG00321#2#CM089572.1:28378789-33420293	3587903	3591130	+	3230	1.0	0.9959752321981424	60	1
HG00321_2	HG00321#2	TNXA	TNX	HG00321#2#CM089572.1:28378789-33420293	3590640	3595363	-	4604	1.0	0.9688823031329382	60	1
HG00321_2	HG00321#2	TNXB	TNX	HG00321#2#CM089572.1:28378789-33420293	3590638	3658824	-	68186	1.0	0.9986512637072655	60	1
HG00321_2	HG00321#2	WHR1B	WHR1	HG00321#2#CM089572.1:28378789-33420293	3562757	3563275	+	518	1.0	0.9942084942084942	60	1
HG00323_1	HG00323#1	WHR1	WHR1	HG00323#1#CM087306.1:28385818-33469846	3505533	3515804	+	10272	1.0	0.9989292319672929	60	1
HG00323_1	HG00323#1	CYP21A1P	CYP21	HG00323#1#CM087306.1:28385818-33469846	3539995	3543269	+	3274	1.0	0.9984728161270617	60	1
HG00323_1	HG00323#1	CYP21A1P	CYP21	HG00323#1#CM087306.1:28385818-33469846	3566362	3569636	+	3274	1.0	0.9768433881779403	0	1
HG00323_1	HG00323#1	CYP21A2	CYP21	HG00323#1#CM087306.1:28385818-33469846	3566407	3569636	+	3230	1.0	0.9981424148606811	60	1
HG00323_1	HG00323#1	CYP21A2	CYP21	HG00323#1#CM087306.1:28385818-33469846	3540045	3543269	+	3230	0.9984520123839009	0.9777296628518404	0	1
HG00323_1	HG00323#1	TNXA	TNX	HG00323#1#CM087306.1:28385818-33469846	3542779	3547383	-	4604	1.0	0.9963075586446568	19	1
HG00323_1	HG00323#1	TNXA	TNX	HG00323#1#CM087306.1:28385818-33469846	3569146	3573869	-	4604	1.0	0.9703640982218459	0	1
HG00323_1	HG00323#1	TNXB	TNX	HG00323#1#CM087306.1:28385818-33469846	3569144	3637336	-	68186	1.0	0.9993988181644892	60	1
HG00323_1	HG00323#1	WHR1B	WHR1	HG00323#1#CM087306.1:28385818-33469846	3547629	3548147	+	518	1.0	0.9980694980694981	60	1
HG00323_1	HG00323#1	WHR1B	WHR1	HG00323#1#CM087306.1:28385818-33469846	3514889	3515407	+	518	1.0	0.9922779922779923	0	1
HG00323_2	HG00323#2	WHR1	WHR1	HG00323#2#CM087331.1:28400279-33501006	3498159	3508432	+	10272	1.0	0.9994159447094325	60	1
HG00323_2	HG00323#2	CYP21A1P	CYP21	HG00323#2#CM087331.1:28400279-33501006	3532620	3535894	+	3274	1.0	0.9987782529016493	60	1
HG00323_2	HG00323#2	CYP21A1P	CYP21	HG00323#2#CM087331.1:28400279-33501006	3558986	3562261	+	3274	1.0	0.977459640572647	0	1
HG00323_2	HG00323#2	CYP21A2	CYP21	HG00323#2#CM087331.1:28400279-33501006	3559036	3562261	+	3230	0.9984520123839009	0.9990697674418605	60	1
HG00323_2	HG00323#2	CYP21A2	CYP21	HG00323#2#CM087331.1:28400279-33501006	3532670	3535894	+	3230	0.9984520123839009	0.9774203526136716	0	1
HG00323_2	HG00323#2	TNXA	TNX	HG00323#2#CM087331.1:28400279-33501006	3535404	3540008	-	4604	1.0	0.9980451781059948	60	1
HG00323_2	HG00323#2	TNXA	TNX	HG00323#2#CM087331.1:28400279-33501006	3561771	3566494	-	4604	1.0	0.9703640982218459	0	1
HG00323_2	HG00323#2	TNXB	TNX	HG00323#2#CM087331.1:28400279-33501006	3561769	3629961	-	68186	1.0	0.9991349607800014	60	1
HG00323_2	HG00323#2	WHR1B	WHR1	HG00323#2#CM087331.1:28400279-33501006	3540254	3540772	+	518	1.0	0.9961389961389961	43	1
HG00323_2	HG00323#2	WHR1B	WHR1	HG00323#2#CM087331.1:28400279-33501006	3507517	3508035	+	518	1.0	0.9942084942084942	0	1
HG00329_1	HG00329#1	WHR1	WHR1	HG00329#1#CM094227.1:28398918-33572031	3563901	3574165	+	10272	1.0	0.9980529595015576	60	1
HG00329_1	HG00329#1	CYP21A1P	CYP21	HG00329#1#CM094227.1:28398918-33572031	3624726	3628000	+	3274	1.0	0.9969456322541234	6	1
HG00329_1	HG00329#1	CYP21A1P	CYP21	HG00329#1#CM094227.1:28398918-33572031	3598355	3601629	+	3274	1.0	0.9966401954795358	0	1
HG00329_1	HG00329#1	CYP21A1P	CYP21	HG00329#1#CM094227.1:28398918-33572031	3657480	3660755	+	3274	1.0	0.9780688394760889	0	1
HG00329_1	HG00329#1	CYP21A2	CYP21	HG00329#1#CM094227.1:28398918-33572031	3657525	3660755	+	3230	1.0	0.9975232198142415	60	1
HG00329_1	HG00329#1	CYP21A2	CYP21	HG00329#1#CM094227.1:28398918-33572031	3598405	3601629	+	3230	0.9984520123839009	0.9789669038045159	0	1
HG00329_1	HG00329#1	CYP21A2	CYP21	HG00329#1#CM094227.1:28398918-33572031	3624776	3628000	+	3230	0.9984520123839009	0.9786575935663471	0	1
HG00329_1	HG00329#1	TNXA	TNX	HG00329#1#CM094227.1:28398918-33572031	3601139	3605743	-	4604	1.0	0.9967419635099913	0	1
HG00329_1	HG00329#1	TNXA	TNX	HG00329#1#CM094227.1:28398918-33572031	3627510	3632114	-	4604	1.0	0.9967419635099913	0	1
HG00329_1	HG00329#1	TNXA	TNX	HG00329#1#CM094227.1:28398918-33572031	3660265	3664988	-	4604	1.0	0.9693056731583404	0	1
HG00329_1	HG00329#1	TNXB	TNX	HG00329#1#CM094227.1:28398918-33572031	3660263	3728516	-	68186	1.0	0.9979052529809861	60	1
HG00329_1	HG00329#1	WHR1B	WHR1	HG00329#1#CM094227.1:28398918-33572031	3632360	3632878	+	518	1.0	0.9961389961389961	0	1
HG00329_1	HG00329#1	WHR1B	WHR1	HG00329#1#CM094227.1:28398918-33572031	3605989	3606507	+	518	1.0	0.9961389961389961	0	1
HG00329_1	HG00329#1	WHR1B	WHR1	HG00329#1#CM094227.1:28398918-33572031	3573253	3573768	+	518	1.0	0.9884169884169884	0	1
HG00329_2	HG00329#2	WHR1	WHR1	HG00329#2#JBIRDQ010000006.1:28383055-33548759	3557706	3567978	+	10272	1.0	0.9991239170641487	60	1
HG00329_2	HG00329#2	CYP21A1P	CYP21	HG00329#2#JBIRDQ010000006.1:28383055-33548759	3592167	3595441	+	3274	1.0	0.998167379352474	60	1
HG00329_2	HG00329#2	CYP21A1P	CYP21	HG00329#2#JBIRDQ010000006.1:28383055-33548759	3624902	3628173	+	3274	1.0	0.9780621572212066	0	1
HG00329_2	HG00329#2	CYP21A2	CYP21	HG00329#2#JBIRDQ010000006.1:28383055-33548759	3624947	3628173	+	3230	1.0	0.9962848297213622	60	1
HG00329_2	HG00329#2	CYP21A2	CYP21	HG00329#2#JBIRDQ010000006.1:28383055-33548759	3592217	3595441	+	3230	0.9984520123839009	0.9780389730900093	0	1
HG00329_2	HG00329#2	TNXA	TNX	HG00329#2#JBIRDQ010000006.1:28383055-33548759	3594951	3599555	-	4604	1.0	0.9986967854039965	60	1
HG00329_2	HG00329#2	TNXA	TNX	HG00329#2#JBIRDQ010000006.1:28383055-33548759	3627683	3632406	-	4604	1.0	0.9690939881456393	0	1
HG00329_2	HG00329#2	TNXB	TNX	HG00329#2#JBIRDQ010000006.1:28383055-33548759	3627681	3695877	-	68186	1.0	0.9986074056700578	60	1
HG00329_2	HG00329#2	WHR1B	WHR1	HG00329#2#JBIRDQ010000006.1:28383055-33548759	3599801	3600319	+	518	1.0	0.9980694980694981	60	1
HG00329_2	HG00329#2	WHR1B	WHR1	HG00329#2#JBIRDQ010000006.1:28383055-33548759	3567063	3567581	+	518	1.0	0.9942084942084942	0	1
HG00344_1	HG00344#1	WHR1	WHR1	HG00344#1#JBIREN010000005.1:28404553-33569861	3558088	3568360	+	10272	1.0	1.0	60	1
HG00344_1	HG00344#1	CYP21A1P	CYP21	HG00344#1#JBIREN010000005.1:28404553-33569861	3592549	3595823	+	3274	1.0	1.0	60	1
HG00344_1	HG00344#1	CYP21A1P	CYP21	HG00344#1#JBIREN010000005.1:28404553-33569861	3625283	3628558	+	3274	1.0	0.9780688394760889	0	1
HG00344_1	HG00344#1	CYP21A2	CYP21	HG00344#1#JBIREN010000005.1:28404553-33569861	3625328	3628558	+	3230	1.0	0.9996904024767802	60	1
HG00344_1	HG00344#1	CYP21A2	CYP21	HG00344#1#JBIREN010000005.1:28404553-33569861	3592599	3595823	+	3230	0.9984520123839009	0.9780389730900093	0	1
HG00344_1	HG00344#1	TNXA	TNX	HG00344#1#JBIREN010000005.1:28404553-33569861	3595333	3599937	-	4604	1.0	1.0	60	1
HG00344_1	HG00344#1	TNXA	TNX	HG00344#1#JBIREN010000005.1:28404553-33569861	3628068	3632791	-	4604	1.0	0.9701524132091448	0	1
HG00344_1	HG00344#1	TNXB	TNX	HG00344#1#JBIREN010000005.1:28404553-33569861	3628066	3696255	-	68186	1.0	0.9999266754656108	60	1
HG00344_1	HG00344#1	WHR1B	WHR1	HG00344#1#JBIREN010000005.1:28404553-33569861	3600183	3600701	+	518	1.0	1.0	60	1
HG00344_1	HG00344#1	WHR1B	WHR1	HG00344#1#JBIREN010000005.1:28404553-33569861	3567445	3567963	+	518	1.0	0.9942084942084942	0	1
HG00344_2	HG00344#2	WHR1	WHR1	HG00344#2#JBIREO010000046.1:28507887-33680519	3564009	3574281	+	10272	1.0	1.0	60	1
HG00344_2	HG00344#2	CYP21A1P	CYP21	HG00344#2#JBIREO010000046.1:28507887-33680519	3598470	3601744	+	3274	1.0	1.0	60	1
HG00344_2	HG00344#2	CYP21A1P	CYP21	HG00344#2#JBIREO010000046.1:28507887-33680519	3631204	3634479	+	3274	1.0	0.9780688394760889	0	1
HG00344_2	HG00344#2	CYP21A2	CYP21	HG00344#2#JBIREO010000046.1:28507887-33680519	3631249	3634479	+	3230	1.0	0.9996904024767802	60	1
HG00344_2	HG00344#2	CYP21A2	CYP21	HG00344#2#JBIREO010000046.1:28507887-33680519	3598520	3601744	+	3230	0.9984520123839009	0.9780389730900093	0	1
HG00344_2	HG00344#2	TNXA	TNX	HG00344#2#JBIREO010000046.1:28507887-33680519	3601254	3605858	-	4604	1.0	1.0	60	1
HG00344_2	HG00344#2	TNXA	TNX	HG00344#2#JBIREO010000046.1:28507887-33680519	3633989	3638712	-	4604	1.0	0.970787468247248	0	1
HG00344_2	HG00344#2	TNXB	TNX	HG00344#2#JBIREO010000046.1:28507887-33680519	3633987	3702176	-	68186	1.0	0.9998826807449772	60	1
HG00344_2	HG00344#2	WHR1B	WHR1	HG00344#2#JBIREO010000046.1:28507887-33680519	3606104	3606622	+	518	1.0	1.0	60	1
HG00344_2	HG00344#2	WHR1B	WHR1	HG00344#2#JBIREO010000046.1:28507887-33680519	3573366	3573884	+	518	1.0	0.9942084942084942	0	1
HG00350_1	HG00350#1	WHR1	WHR1	HG00350#1#JBIREL010000054.1:28392042-33553743	3553813	3564085	+	10272	1.0	0.9991239170641487	60	1
HG00350_1	HG00350#1	CYP21A1P	CYP21	HG00350#1#JBIREL010000054.1:28392042-33553743	3588274	3591548	+	3274	1.0	0.998167379352474	60	1
HG00350_1	HG00350#1	CYP21A1P	CYP21	HG00350#1#JBIREL010000054.1:28392042-33553743	3621009	3624280	+	3274	1.0	0.9780621572212066	0	1
HG00350_1	HG00350#1	CYP21A2	CYP21	HG00350#1#JBIREL010000054.1:28392042-33553743	3621054	3624280	+	3230	1.0	0.9962848297213622	60	1
HG00350_1	HG00350#1	CYP21A2	CYP21	HG00350#1#JBIREL010000054.1:28392042-33553743	3588324	3591548	+	3230	0.9984520123839009	0.9780389730900093	0	1
HG00350_1	HG00350#1	TNXA	TNX	HG00350#1#JBIREL010000054.1:28392042-33553743	3591058	3595662	-	4604	1.0	0.9986967854039965	60	1
