hap_id	donor	cohort	source_type	panel_flags	c4_annotated_copies	cyp21_like_loci	tnx_like_loci	whr1_like_loci	same_contig	span_contig	span_start0	span_end0	balanced_module_components	screen_signature	signature_id	classification	limitation
HG00673#1	HG00673	HPRC-EastAsian	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss	2	2	2	2	1	HG00673#1#CM089145.1:28380395-33412996	3456266	3594448	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-c91a117646c15232	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG00673#2	HG00673	HPRC-EastAsian	assembly_or_reference		2	2	2	2	1	HG00673#2#CM089157.1:28378967-33442230	3549256	3681057	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4AS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-b8ca310d36f0396c	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG00706#1	HG00706	HPRC-EastAsian	assembly_or_reference	DR_DQ_candidate_novel_annotation	2	2	2	2	1	HG00706#1#CM100016.1:28396497-33554012	3555517	3687407	1	WHR1-like+|C4BL+|CYP21A2-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-c23deea26722f529	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG00706#2	HG00706	HPRC-EastAsian	assembly_or_reference	DR_DQ_candidate_novel_annotation	2	2	2	2	1	HG00706#2#CM100060.1:28411727-33571906	3553179	3691349	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-c91a117646c15232	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG00733#1	HG00733	HPRC-Rest	assembly_or_reference		2	2	2	2	1	HG00733#1#JAHEPQ020000004.1:28448883-33531506	3505520	3643682	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-c91a117646c15232	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG00733#2	HG00733	HPRC-Rest	assembly_or_reference		1	1	1	1	1	HG00733#2#JAHEPP020000013.1:28389728-33496160	3560094	3665487	1	WHR1-like+|C4AL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-80c1563b57f16898	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG00735#1	HG00735	HPRC-Rest	assembly_or_reference		2	2	2	2	1	HG00735#1#CM087879.1:28400157-33626272	3624398	3756202	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG00735#2	HG00735	HPRC-Rest	assembly_or_reference	DR_DQ_candidate_novel_annotation	2	2	2	2	1	HG00735#2#CM087888.1:28407279-33712571	3619549	3751337	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG00738#1	HG00738	HPRC-Rest	assembly_or_reference		1	1	1	1	1	HG00738#1#CM086647.1:28420303-33517291	3553126	3652200	1	WHR1-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-a002f576cdda62b4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG00738#2	HG00738	HPRC-Rest	assembly_or_reference	DR_DQ_candidate_novel_annotation	2	2	2	2	1	HG00738#2#CM086684.1:28399019-33553590	3551292	3689438	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4AL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-109f6cb2c3c027c8	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG00741#1	HG00741	HPRC-Rest	assembly_or_reference	DR_DQ_candidate_novel_annotation	2	2	2	2	1	HG00741#1#CM087899.1:28395234-33528259	3561953	3693771	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG00741#2	HG00741	HPRC-Rest	assembly_or_reference	DR_DQ_candidate_novel_annotation	2	2	2	2	1	HG00741#2#CM087911.1:28428150-33619756	3617898	3749690	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG01071#1	HG01071	HPRC-Rest	assembly_or_reference		2	2	2	2	1	HG01071#1#CM089116.1:28400399-33605490	3508189	3639976	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG01071#2	HG01071	HPRC-Rest	assembly_or_reference		3	3	3	3	1	HG01071#2#JAHBCE020000004.1:28353469-33512869	3561228	3719382	1	WHR1-like+|C4BL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4AS+|CYP21A2-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-8904b92121a5f1e8	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG01074#1	HG01074	HPRC-Rest	assembly_or_reference		2	2	2	2	1	HG01074#1#CM088786.1:28385433-33531927	3538005	3676168	1	WHR1-like+|C4BL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-684f24a39886a3ee	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG01074#2	HG01074	HPRC-Rest	assembly_or_reference		2	2	2	2	1	HG01074#2#CM088812.1:28367163-33616085	3553327	3685134	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG01081#1	HG01081	HPRC-Rest	assembly_or_reference	DR_DQ_candidate_novel_annotation	3	3	3	3	1	HG01081#1#CM088567.1:28461361-33570671	3500089	3670994	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-ca928f07d032036f	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG01081#2	HG01081	HPRC-Rest	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss	2	2	2	2	1	HG01081#2#CM088583.1:28313947-33411923	3504615	3636403	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG01099#1	HG01099	HPRC-Rest	assembly_or_reference		2	2	2	2	1	HG01099#1#CM086260.1:28473499-33727222	3558144	3689931	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG01099#2	HG01099	HPRC-Rest	assembly_or_reference		2	2	2	2	1	HG01099#2#CM086271.1:28372897-33623240	3553631	3685439	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG01106#1	HG01106	HPRC-Rest	assembly_or_reference		1	1	1	1	1	HG01106#1#CM087952.1:28365981-33527455	3614816	3720214	1	WHR1-like+|C4AL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-80c1563b57f16898	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG01106#2	HG01106	HPRC-Rest	assembly_or_reference	DR_DQ_candidate_novel_annotation	1	1	1	1	1	HG01106#2#CM087965.1:28447447-33606093	3611955	3717353	1	WHR1-like+|C4AL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-80c1563b57f16898	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG01109#1	HG01109	HPRC-Rest	assembly_or_reference		2	2	2	2	1	HG01109#1#CM092087.1:28385979-33527092	3618991	3757145	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-c91a117646c15232	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG01109#2	HG01109	HPRC-Rest	assembly_or_reference		2	2	2	2	1	HG01109#2#CM092075.1:28375676-33512099	3553646	3685444	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG01123#1	HG01123	HPRC-Rest	assembly_or_reference		2	2	2	2	1	HG01123#1#CM089083.1:28404843-33659990	3554392	3692549	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-c91a117646c15232	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG01123#2	HG01123	HPRC-Rest	assembly_or_reference		2	2	2	2	1	HG01123#2#CM089098.1:28415807-33563460	3543398	3681552	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4AL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-109f6cb2c3c027c8	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG01150#1	HG01150	HPRC-Rest	assembly_or_reference	DR_DQ_candidate_novel_annotation	2	2	2	2	1	HG01150#1#CM088598.1:28377562-33536105	3548758	3686907	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-c91a117646c15232	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG01150#2	HG01150	HPRC-Rest	assembly_or_reference	DR_DQ_candidate_novel_annotation	2	2	2	2	1	HG01150#2#CM088614.1:28600391-33807062	3622058	3760216	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-c91a117646c15232	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG01167#1	HG01167	HPRC-Rest	assembly_or_reference	DR_DQ_candidate_novel_annotation	2	2	2	2	1	HG01167#1#CM094528.1:28408993-33550950	3455615	3587414	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG01167#2	HG01167	HPRC-Rest	assembly_or_reference		2	2	2	2	1	HG01167#2#CM094543.1:28383235-33548638	3563172	3694957	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG01175#1	HG01175	HPRC-Rest	assembly_or_reference		2	2	2	2	1	HG01175#1#CM087925.1:28388857-33560219	3562251	3700414	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-c91a117646c15232	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG01175#2	HG01175	HPRC-Rest	assembly_or_reference		2	2	2	2	1	HG01175#2#CM087940.1:28426263-33594671	3566926	3698718	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG01192#1	HG01192	HPRC-Rest	assembly_or_reference		2	2	2	2	1	HG01192#1#JBHDVI010000008.1:28423245-33497113	3553305	3691458	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-c91a117646c15232	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG01192#2	HG01192	HPRC-Rest	assembly_or_reference		2	2	2	2	1	HG01192#2#JBHDVJ010000035.1:28425182-33556403	3560312	3692111	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG01243#1	HG01243	HPRC-Rest	assembly_or_reference		2	2	2	2	1	HG01243#1#JAHEOY020000051.1:28395858-33529902	3554682	3686473	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG01243#2	HG01243	HPRC-Rest	assembly_or_reference	downstream_graph_clipping_loss	2	2	2	2	1	HG01243#2#JAHEOX020000061.1:28429017-33652180	3619653	3757799	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4AL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-109f6cb2c3c027c8	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG01252#1	HG01252	HPRC-Rest	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss	2	2	2	2	1	HG01252#1#CM088824.1:28394713-33593325	3506201	3644361	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-c91a117646c15232	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG01252#2	HG01252	HPRC-Rest	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss	2	2	2	2	1	HG01252#2#CM088855.1:28339611-33537772	3505945	3644122	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-c91a117646c15232	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG01255#1	HG01255	HPRC-Rest	assembly_or_reference		2	2	2	2	1	HG01255#1#CM086707.1:28387912-33538917	3553259	3685063	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG01255#2	HG01255	HPRC-Rest	assembly_or_reference	downstream_graph_clipping_loss	2	2	2	2	1	HG01255#2#CM086721.1:28434597-33610529	3552771	3690932	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-c91a117646c15232	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG01258#1	HG01258	HPRC-Rest	assembly_or_reference		2	2	2	2	1	HG01258#1#CM088113.1:28436863-33569447	3555930	3687729	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG01258#2	HG01258	HPRC-Rest	assembly_or_reference		2	2	2	2	1	HG01258#2#JAGYYU020000010.1:28495340-33647216	3562260	3694047	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG01261#1	HG01261	HPRC-Rest	assembly_or_reference		2	2	2	2	1	HG01261#1#JBHDVG010000007.1:28479273-33732193	3559213	3697376	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-c91a117646c15232	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG01261#2	HG01261	HPRC-Rest	assembly_or_reference		3	3	3	3	1	HG01261#2#JBHDVH010000044.1:28397284-33514117	3563740	3734625	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-750ba4509b0b305f	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG01346#1	HG01346	HPRC-Rest	assembly_or_reference	DR_DQ_candidate_novel_annotation	2	2	2	2	1	HG01346#1#CM086588.1:28433990-33540363	3503980	3642145	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-c91a117646c15232	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG01346#2	HG01346	HPRC-Rest	assembly_or_reference	DR_DQ_candidate_novel_annotation	2	2	2	2	1	HG01346#2#JBHDSS010000002.1:28289708-33434702	3560188	3698359	1	WHR1-like+|C4BL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-684f24a39886a3ee	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG01358#1	HG01358	HPRC-Rest	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss	2	2	2	2	1	HG01358#1#CM089055.1:28447322-33645210	3505962	3644121	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-c91a117646c15232	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG01358#2	HG01358	HPRC-Rest	assembly_or_reference	DR_DQ_candidate_novel_annotation	2	2	2	2	1	HG01358#2#CM089068.1:28448274-33504819	3477932	3609699	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG01361#1	HG01361	HPRC-Rest	assembly_or_reference	DR_DQ_candidate_novel_annotation	2	2	2	2	1	HG01361#1#CM089024.1:28417386-33535858	3545059	3676868	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
