hap_id	contig	start0	end0	span_bp	N_bases	other_ambiguous_bases	contig_edge_distance	span_sha256
NA20850#1	NA20850#1#CM094293.1:28390909-33636624	3553694	3682302	128608	0	0	1563414	fa883ab5e1e4ce1654bd0836b7533f10d072f9dd85f837c099ca8839f76e5e61
NA20850#2	NA20850#2#CM094307.1:28446289-33597788	3547552	3679353	131801	0	0	1472147	fdcb234e4e903e6a56edbb23301b892495c5b06e85d8df95cf358e63d65abab1
NA20870#1	NA20870#1#JBHIJK010000014.1:28358726-33487328	3543472	3681637	138165	0	0	1446966	3ef18eede2216d94ddf1077e49357af9e7e3759ca51a42f24e375b68e2424d5b
NA20870#2	NA20870#2#JBHIJL010000043.1:28382928-33533945	3548750	3680624	131874	0	0	1470394	bfb995604ceaab008f9e10dad14dd665496a35ebbda2fe4aeb0ac4d2e455ed5f
NA20905#1	NA20905#1#CM087474.1:28381582-33489243	3545996	3651404	105408	0	0	1456258	a29b301d7eab726174e0d4b2149ef816c0130e27c98db5c751f5e886c791c986
NA20905#2	NA20905#2#CM087508.1:28378316-33558408	3553623	3691809	138186	0	0	1488284	ddaafb989b22c71687e0de0f61524f630edf7e60f508ae45925e5405a22a8b8e
NA21093#1	NA21093#1#JBHIJC010000009.1:28380468-33627383	3551267	3683025	131758	0	0	1563891	03abc4eb68feba6dd9cf53c45d85fa7b3bcae214581031852cea2e377f334398
NA21093#2	NA21093#2#JBHIJD010000010.1:28371658-33502471	3540821	3672608	131787	0	0	1458206	f19f18562743161c5521ad3eb0cea13c970348e18671af032fc674c2df6b0147
NA21102#1	NA21102#1#CM094427.1:28372690-33545460	3550445	3714970	164525	0	0	1457801	d665ffb9528efeea3017683596ab418776946e84808f74783a6e49cb6647adbb
NA21102#2	NA21102#2#CM094447.1:28385953-33511436	3552784	3684681	131897	0	0	1440803	7d2e6c6b9893419e8609d99861ac0739db4813df5b3a83af645bc820b3f2692d
NA21106#1	NA21106#1#JBHIJA010000045.1:28388869-33551331	3553408	3691558	138150	0	0	1470905	ccd5089084638c4a497cfee9649ee3bf9304ee34526ccb551fce94d3fc322c04
NA21106#2	NA21106#2#CM089587.1:28353662-33542210	3561337	3699522	138185	0	0	1489027	9e4996930dda3309b23992d6cba1f0ba1daff448e4cff6173882468e2f207701
NA21110#1	NA21110#1#CM089667.1:28379039-33461462	3505492	3643646	138154	0	0	1438778	b3f51e7f08fd2b1dae3d791e709383ec8f51a8eb1061851079b3d20e9bb5edfe
NA21110#2	NA21110#2#CM089683.1:28365916-33548287	3555177	3693362	138185	0	0	1489010	7fe1c4215ece289905dcc741867b3bf9d6f96bdb61f6b339eece369b847c1e9e
NA21144#1	NA21144#1#JBIRDF010000052.1:22531832-27777573	3550786	3682546	131760	0	0	1563196	d54179c4ea73ff540662c19cf18d3418a6f66e49d292ea32aabca973502e9a3c
NA21144#2	NA21144#2#JBIRDG010000005.1:14666330-19853787	3615681	3747476	131795	0	0	1439982	d887d1568161f0cd72afbbcd9af70c0a10d21444d4124eef61436b47e860bffd
NA21309#1	NA21309#1#CM092109.1:28406600-33562487	3553967	3685759	131792	0	0	1470129	60edc7d6255c58e156f1de8b3bf5448bfc594b4fed12e1af11f336f65be293c1
NA21309#2	NA21309#2#CM092100.1:28345467-33471001	3546323	3678111	131788	0	0	1447424	8ba5492e34a4e2009b633ba92515bdd4bb56b6553dfe9c2f473b78625fd3327b
RY01#1	RY01#1#h1tg000072l_0_0:608808-2720770_rc	539198	670997	131799	0	0	539198	3c7bcdb2751b64f8f5d1b3c140d238bae29fb21ceaf6423b283dd80cd6eed70d
RY01#2	RY01#2#h2tg000027l_0_0:608839-5846758_rc	3552014	3683815	131801	0	0	1554105	3327f596ab8360f7f73b0888b132aa9e5a434fb3849fd90d17a526da2ddc54ac
RY02#1	RY02#1#h1tg000066l_0_0:303777-5460230	3554945	3686761	131816	0	0	1469693	a403fc5845fef645f475ef959eb89d47b44208990086241858e73f7a9fdc420c
RY02#2	RY02#2#h2tg000029l_0_0:607648-2774751_rc	540627	678818	138191	0	0	540627	fef1ba5844c1860e7cf680d6b9d100de38767b166c6527642cc86dfb0cf775cf
RY03#1	RY03#1#h1tg000038l_0_0:610070-5917112_rc	3612841	3744622	131781	0	0	1562421	21596e41fd5551c5951e756fe2ae66335eee5c52ecdac646ee3eb71f0a24b3e7
RY03#2	RY03#2#h2tg000088l_0_0:608725-5740832_rc	3553529	3685316	131787	0	0	1446792	5f7e350b7bea583d9afcdf174a7e82fa0b47bc0a5877955a1c3ca057571b9e8b
RY04#1	RY04#1#h1tg000045l_0_0:610227-5760897_rc	3546349	3710884	164535	0	0	1439787	4ea70df5b9ff0d4c5489f1edb2bbbf92222c95c5e1b963a029d6da53a27d4bc7
RY04#2	RY04#2#h2tg000053l_0_0:304268-5412344	3558070	3663494	105424	0	0	1444583	328d87fef84061d8f84211657817a594ea345157a97dd7e01b263c2aa8766c74
RY05#1	RY05#1#h1tg000047l_0_0:611110-5457129_rc	3243305	3407902	164597	0	0	1438118	ada7583301b405551d031d3213c40246d922318d511b87f1392e46f63316b0ce
RY05#2	RY05#2#h2tg000014l_0_0:304266-5416626	3504785	3642940	138155	0	0	1469421	8d856c4d5b7e6b9d5925b30cda9ccc2b105fd4ca0d978d66cb060334b09af1e5
RY06#1	RY06#1#h1tg000061l_0_0:607878-5429553_rc	3245026	3383189	138163	0	0	1438487	0bee6da73925fe0f8b062da37e2764a51f0e6b4ad708c7c220e4155b2e6d6f2f
RY06#2	RY06#2#h2tg000061l_0_0:610637-5774002_rc	3554625	3692803	138178	0	0	1470563	062e2f5c4c85bb8251a8d48d4598e1de812d5b4a620cacf4773b0ad2df49502f
RY07#1	RY07#1#h1tg000003l_0_0:610203-5629754_rc	3503299	3635114	131815	0	0	1384438	7fde91d9f7cd08adecc850d8eea0f592473ba34d0642536098f19ed43bf4b04c
RY07#2	RY07#2#h2tg000005l_0_0:608790-5854922_rc	3551938	3683722	131784	0	0	1562411	c1a6df12bd318f8058d79943e165a2797541170de00b1f7f71628c86f90ce6c8
RY08#1	RY08#1#h1tg000075l_0_0:610655-5777427_rc	3563272	3695080	131808	0	0	1471693	cf4c759db57856dcf4b502de4fb610d98f3a150336344798d5e60447412ad7b3
RY08#2	RY08#2#h2tg000087l_0_0:301757-5549861	3559794	3691599	131805	0	0	1556506	2cae9f671bbe974e4027cb0107a194cd545d31d4b13631e42df2c7518ac28c3f
RY09#1	RY09#1#h1tg000030l_0_0:608072-5880016_rc	3551067	3709224	158157	0	0	1562721	cc05c265501cd4bbdb2e36b14c64464997757e8650d65f86d5f6abef40e2ea45
RY09#2	RY09#2#h2tg000035l_0_0:611090-5918099_rc	3612888	3744666	131778	0	0	1562344	0dd67a1df9ceb0b9a8b37f69a0416182ef03d0c07fc55edd47c69c85eeab90f0
RY10#1	RY10#1#h1tg000024l_0_0:607475-5741963_rc	3507474	3645665	138191	0	0	1488824	124872ec0ecc247a64e223143166b5e570f1f5fe0f2d0bb346b9fb9bb4340f4b
RY10#2	RY10#2#h2tg000100l_0_0:608786-5809719_rc	3507528	3645681	138153	0	0	1555253	3ca611479aac6c435121909315fa10bbdebe05096daf5d75f1bdc5260bd16737
RY11#1	RY11#1#h1tg000032l_0_0:461-4925741	3214468	3352698	138230	0	0	1572583	23009a31950b23d2d190bc3d596b47304494c8dcea1ef0012f26792d18e74911
RY11#2	RY11#2#h2tg000061l_0_0:303495-5531509	3541837	3673637	131800	0	0	1554378	1ccd927ed252787a01a5aab2aa802842e4c6109695ee1b9a6dba29d71277de0c
apr-f#1	apr-f#1#h1tg000013l:28359072-33538103	3558012	3689832	131820	0	0	1489200	a661ec825b2f87ef73c12fccc77221e540ec267f31fc3e97dea217408195978e
apr-f#2	apr-f#2#h2tg000007l:28398267-33550055	3549710	3681525	131815	0	0	1470264	518183c963232deb058ddf59d01b2a1633acd0e5930f54fbe9e47e046b2a88e3
apr-m#1	apr-m#1#h1tg000024l:27029616-32153356_rc	3547222	3679011	131789	0	0	1444730	5f16ac89cfcc54f4a94438eaccbc62a60ba410c9460d695bbaa2e9ec6dc48595
apr-m#2	apr-m#2#h2tg000013l:28339383-33475735	3559711	3697880	138169	0	0	1438473	433c3db3853f803d6065243a97ae21e45fec3b26bcffe6767f3b4e036231a644
apr-s#1	apr-s#1#h1tg000017l:28345655-33481940	3559653	3697821	138168	0	0	1438465	d82f0f34a88270b4f56944a8d598feba6227c1d037d739544bb492df44083d67
apr-s#2	apr-s#2#h2tg000009l:138522552-143696180_rc	3552708	3684523	131815	0	0	1489106	e125ccac7f83556ab17aca75df64ffee5a5b957a0db7603c878bad9dffce2692
apr001#1	apr001#1#h1tg000015l:28434817-33593090	3546615	3684768	138153	0	0	1473506	69906be08abc81292e22cc0ffd87c472cb3fe9596a39f35c006ad615fc5d6efb
apr001#2	apr001#2#h2tg000018l:28338056-33431257	3548635	3654034	105399	0	0	1439168	58c44dbf4fa8a8b3653a226ff64b9f97a8e844079199c27889daee934f03a428
apr002#1	apr002#1#h1tg000010l:28385462-33644194	3535788	3693948	158160	0	0	1564785	c950e15b5f58f53be3b91137052e45f118172c2c917ea40e5769e1c2579da54d
apr002#2	apr002#2#h2tg000007l:138255095-143403132_rc	3557921	3689704	131783	0	0	1458334	08684f798c417817cd5f58f17c5707aa4ce0b180f75cf9f6e57932c09632b418
apr003#1	apr003#1#h1tg000021l:28362599-33558558	3503768	3641918	138150	0	0	1554042	8f95ee8a445efbacb2be6a65a6834b89875c6fc9cd55e5452efadf4149f28b78
apr003#2	apr003#2#h2tg000014l:28401981-33557950	3552606	3684408	131802	0	0	1471562	9561afc3762817e984c8e6552544ae73e78802b56708ea9cba88af8f5e5461cd
apr004#1	apr004#1#h1tg000015l:28405351-33543332	3535739	3667548	131809	0	0	1470434	6e12162880dbac5e054322c5601ad27d3aa6537e55052e6414b9e48e4a84f95d
apr004#2	apr004#2#h2tg000008l:138190707-143268823_rc	3505936	3637832	131896	0	0	1440285	3aab33ff1261b43d1d7be5fbc83e1d6736ad0af7fdb7e003e666b7388c8c1007
apr005#1	apr005#1#h1tg000024l:25685419-30792368_rc	3561795	3667204	105409	0	0	1439746	39a2c0067319d83e53b4bb9cd2ff85c7da03f2f7a56b5f2f35c5faeda7da23b0
apr005#2	apr005#2#h2tg000025l:27505079-32631962_rc	3555241	3687138	131897	0	0	1439746	ce9d7c605191d04d110e2f4bf6fa29c2b7cf9211e84dda05d49e712649ff7714
apr006#1	apr006#1#h1tg000006l:28429612-33564591	3562532	3694430	131898	0	0	1440550	1a9e6ec88815702f40952de583d92b862df0daf6651eb51d64dafd950f8933d7
apr006#2	apr006#2#h2tg000002l:27458750-32609940_rc	3549199	3680994	131795	0	0	1470197	33f4048635054e8a5a61cd90be7b4d79a128be7f8c344d2df52cd780443f7992
apr007#1	apr007#1#h1tg000009l:141020280-146179718_rc	3550928	3689083	138155	0	0	1470356	30f738c00d3aa7781fb7b25d3ef22b95ac015be0a8bab73037741ab57a253807
apr007#2	apr007#2#h2tg000002l:137323480-142462680_rc	3535841	3667651	131810	0	0	1471550	68f69c010e9d77d0c0afecd1bf63b64a41c382e82ee76961658963bd072133d3
apr008#1	apr008#1#h1tg000006l:138382777-143548816_rc	3606400	3711841	105441	0	0	1454199	b578f19cae9910c67dbd7aa38244b1914194bab9534676c9e2d0ccd51105844f
apr008#2	apr008#2#h2tg000008l:28356191-33484508	3556312	3688211	131899	0	0	1440107	21ee18fde49e399ae135941be14e94cb6f30ea43864e60c2147edb5ecba3f3b9
apr009#1	apr009#1#h1tg000016l:28450181-33709541	3534335	3692489	158154	0	0	1566872	c90b27ad7e2763db3e74deda987f8943a69207ff8e2cebb9d743d5d52a52ee02
apr009#2	apr009#2#h2tg000041l:28097238-33212102_rc	3505125	3643296	138171	0	0	1471569	6ef448a7b3c598e201ebd85314cb804e9589018c5e7169067b2455d55ca91e51
apr010#1	apr010#1#h1tg000018l:28446120-33705764	3537813	3695970	158157	0	0	1563675	d8cf419884998efaff96548540344dc1e513e9c118131f05d143dafb34c7f560
apr010#2	apr010#2#h2tg000013l:28422940-33602432	3567986	3706144	138158	0	0	1473349	d50bc9ce8503ce5dd3c4bb5d5d9f41aac9a322ed50d21f443ba22ea5c788b1aa
apr011#1	apr011#1#h1tg000019l:138093078-143261017_rc	3623912	3729333	105421	0	0	1438607	5a7359da0da077a1c974ac2c6261af783f84c207b48ec09d3c1d1aee178905d5
apr011#2	apr011#2#h2tg000011l:137856776-142978436_rc	3549770	3681660	131890	0	0	1440001	372a87475d07faef157fc87d55c6d313781d83a8e16adfede7f5c13c4d61d8ca
apr012#1	apr012#1#h1tg000008l:28396959-33512282	3542821	3674715	131894	0	0	1440609	8ccf35d6c82f2e9f5e4e1e0af097f22020979ec14609eeb4ebf000006e4b9260
apr012#2	apr012#2#h2tg000016l:138252661-143421402_rc	3623343	3728741	105398	0	0	1440001	0fba65261113c8ed407ce34449a8b34b10cae98af566f8782753d1bb95906d0c
apr013#1	apr013#1#h1tg000002l:139940690-145014712_rc	3498051	3603487	105436	0	0	1470536	54cc2ebae505c9662d52d6d10b8b51d9c8dca1b2e8d9aa79144dc09b9f63addf
apr013#2	apr013#2#h2tg000027l:138555153-143729247_rc	3548154	3686348	138194	0	0	1487747	6f9e7357e1ec8e58a79b0d145f17c1d7572a3f13535a43f03220bebe8453c08f
apr014#1	apr014#1#h1tg000020l:28366313-33554706	3616252	3748150	131898	0	0	1440244	4e97b8a4678fce44399b9915e99b38dd35bd62a1a0ee3a5cf1f5c5826249d39d
apr014#2	apr014#2#h2tg000006l:26691275-31885063_rc	3619224	3751018	131794	0	0	1442771	c02047769428e64c8bfd9087efa8b817590dce7fce1329afc00bbaa61be4690e
apr015#1	apr015#1#h1tg000012l:28398223-33522774	3552743	3684640	131897	0	0	1439912	2865e65cdf1d349524e5c7158044ada0c31c641f9a1ab0488aadd31eee44df48
apr015#2	apr015#2#h2tg000018l:138433262-143524291_rc	3552468	3657877	105409	0	0	1433153	cb4e7e7fe15b6b25182cfdbdf3ade9818880ecb49ab9cb5e1f0c47634f3ef2ca
apr016#1	apr016#1#h1tg000012l:137906206-143057420_rc	3548170	3679980	131810	0	0	1471235	d448f92ff5746b4b5ee8e9c19a8f2cd948d4111f5e15530d0cebcbecfd00304f
apr016#2	apr016#2#h2tg000005l:138332729-143447191_rc	3537935	3676093	138158	0	0	1438370	4bef509e5c39980cf016f06af4c2134402d6835a6067ab80876f1564daa2fcbd
apr018#1	apr018#1#h1tg000018l:28377039-33450879	3553423	3691595	138172	0	0	1382246	934fcd0761acadc368145b307608599b6e4a3527c856e9f2d105ade24173db11
apr018#2	apr018#2#h2tg000022l:28395345-33526946	3542017	3673805	131788	0	0	1457797	edd21b43ff648268ddd92ecff45194401885b9b35640785ddfd8a9e226999d3c
apr019#1	apr019#1#h1tg000006l:137597617-142800733_rc	3545142	3650558	105416	0	0	1552559	66fb4d1104e1ff466bd63b7e7bea37a83a7d3bab003d9150fc711a8dcfb83bb8
apr019#2	apr019#2#h2tg000009l:25947834-31066127_rc	3552274	3657712	105438	0	0	1460582	0b33ea97e549e4387f45fade91dca542370e6153437ed8c0bc321b97392154c7
apr020#1	apr020#1#h1tg000001l:28463230-33620049	3553708	3685524	131816	0	0	1471296	fa009f631a4c2a8038dade2378693c274559b9893a0bed2be4a5da0f577c7b45
apr020#2	apr020#2#h2tg000007l:137677150-142774159_rc	3549943	3655336	105393	0	0	1441674	e378964a64a4f7dc37f7880e21ff989921735e5bd2910e3a2194a847e2f16025
apr021#1	apr021#1#h1tg000013l:137920389-143048373_rc	3550104	3688265	138161	0	0	1439720	3eac4ea315ebbf07108539d778e976ad60f2670990e5204638ccea52d928f2dd
apr021#2	apr021#2#h2tg000011l:138901647-144060314_rc	3553506	3718099	164593	0	0	1440569	9861364313f7ba3440cf6e3bb43dffce7aff9c4aeae2c17bc4c34a17fc867630
apr022#1	apr022#1#h1tg000011l:137924391-143077833_rc	3550309	3682129	131820	0	0	1471314	d8cae915ba6d6ebb8cfa0949aa1da9b0f50d31be9e255e1bf7288062d8a872b2
apr022#2	apr022#2#h2tg000013l:138031891-143184813_rc	3554421	3712579	158158	0	0	1440344	9f53d90efb1a46235ef894fc407d79a0fa65b5328aa0ddd05ff198e0ee496eab
apr023#1	apr023#1#h1tg000014l:137929515-143086735_rc	3555326	3687112	131786	0	0	1470109	13cc05c52d4b10ac415cec98dc9bf21177be20aa781927751a948a7c1636c143
apr023#2	apr023#2#h2tg000022l:26641068-31656450_rc	3507538	3612948	105410	0	0	1402435	9c218f123665f20de5e493be7d03ebd45a1a4a7d11f360bbd14890e352170183
apr024#1	apr024#1#h1tg000001l:137801575-142959579_rc	3548545	3686717	138172	0	0	1471288	34d89c533d227ab9114a81b2fcf7da4a266f5307b0b76fd0716cfa077e283dec
apr024#2	apr024#2#h2tg000014l:137766819-142943455_rc	3567364	3705533	138169	0	0	1471104	2121b67d0ce5eda78229fc63d0954eaad6101f323f720139cde2562a1182a005
apr025#1	apr025#1#h1tg000007l:139497787-144647520_rc	3559935	3691723	131788	0	0	1458011	b0a3d3b5626926465b8f65c2694b6e5067420e1df606f16b7a87382f439717a1
apr025#2	apr025#2#h2tg000006l:138571729-143809751_rc	3550912	3682709	131797	0	0	1555314	e2476bed206812ba88f3c679e1d3906166f6db200d7d64d1564e2a51d94f31ad
apr026#1	apr026#1#h1tg000019l:28393961-33702327	3613309	3745083	131774	0	0	1563284	02e3743bcaea2b267977d63087a527acb68a61621fdce46f0aec61ddd2a58132
apr026#2	apr026#2#h2tg000012l:28359568-33574257	3555947	3661363	105416	0	0	1553327	66fb4d1104e1ff466bd63b7e7bea37a83a7d3bab003d9150fc711a8dcfb83bb8
apr027#1	apr027#1#h1tg000004l:28384126-33662392	3555898	3714052	158154	0	0	1564215	2593a5d95110074a817f70d2283c811dbb8ba651ee04ff513449f11d347452e7
apr027#2	apr027#2#h2tg000013l:11085473-16306923_rc	3610178	3768365	158187	0	0	1453086	ef08a432a9d8f87a7fce6c5c6b271f8baf400a08108db541b2606cefb93dcdc2
apr029#1	apr029#1#h1tg000032l:28462821-33705004	3547968	3679755	131787	0	0	1562429	29e0e26c63f32cfa33e561f03fdc412f93c0fca7f3bd52c2669941acf41f7f3a
apr029#2	apr029#2#h2tg000012l:28417575-33541972	3552530	3684426	131896	0	0	1439972	3aab33ff1261b43d1d7be5fbc83e1d6736ad0af7fdb7e003e666b7388c8c1007
apr030#1	apr030#1#h1tg000001l:28446903-33506362	3506105	3611538	105433	0	0	1447922	d076e6279db315f894b9205af6c0488fecc4cb2e4336b7817d0b2b8b01b9dad8
apr030#2	apr030#2#h2tg000012l:28433288-33581296	3557850	3689637	131787	0	0	1458372	b5f846233b5f8978519b462a9de025a34e04bb27b2d33f39c49a47066a848886
apr031#1	apr031#1#h1tg000019l:26371881-31586781_rc	3612875	3744663	131788	0	0	1470238	92d818243974dbf5da8babd1224f566fc5dbe675bea2ac29866543693859e1d2
apr031#2	apr031#2#h2tg000036l:28402991-33519712	3506979	3645137	138158	0	0	1471585	9b5f4f211c8deb0ad484fa0b44d3df0d59e167410fb925f60cd82235866c29da
apr032#1	apr032#1#h1tg000006l:28452318-33694285	3546535	3678323	131788	0	0	1563645	d8aa12a7e8d8de23078d673c0e9461efafd601e85fd7d3bafe53732f04659418
apr032#2	apr032#2#h2tg000014l:28405263-33673740	3546603	3704763	158160	0	0	1563715	88825c9d4a5d8dd36b0228ba05cacc2ea84596d088335b4f1b7af6cd09a3cd78
apr033#1	apr033#1#h1tg000008l:27149396-32366749_rc	3618508	3750310	131802	0	0	1467044	97597ac2e988de870ed90d1b54c250b863e16294dc3a1ef10b72c53e0076dc20
apr033#2	apr033#2#h2tg000008l:28349631-33452614	3502275	3634061	131786	0	0	1468923	7d4d7c7e875ffed66915ff91b42e635e0a5b06b78c5eb3e68e0343fcf04ad11e
apr034#1	apr034#1#h1tg000032l:26576741-31706138_rc	3553827	3659244	105417	0	0	1470154	fe710033ed3533f3e68b8240d4822c341e554d0b16f3ffc995fde0770824f159
apr034#2	apr034#2#h2tg000008l:28434563-33559669	3550527	3688681	138154	0	0	1436426	17c1d80de99747e979bce583567ece2c9e6cab4fbf72dc6782f9ddaeb3719731
apr035#1	apr035#1#h1tg000018l:27655502-32798707_rc	3560164	3698324	138160	0	0	1444882	85f2d4ddc825c3bb4ce5b26072ec12aae57f6a0d228303e0cba62233424e1fc3
apr035#2	apr035#2#h2tg000011l:27516869-32663681_rc	3561041	3699208	138167	0	0	1447605	7e1894985efe95a545f5e656ebb76e9342b4661b41fd0080691dae41171769d4
apr036#1	apr036#1#h1tg000026l:25218090-30345004_rc	3552992	3684803	131811	0	0	1442112	e2d6ba030ed72c2afb998c833745feb7942c8f57c3bd2ac53615d50c027456cd
apr036#2	apr036#2#h2tg000017l:1678659-6817558	3558584	3690385	131801	0	0	1448515	7ba0e6d546a25d7238ae2f322fc4a34ef334240df0a423f287e8e84ebe197550
apr037#1	apr037#1#h1tg000004l:138070351-143231345_rc	3552194	3690367	138173	0	0	1470628	78a8d817371add0289e3d34f25b44c843bc204a07ffebd82b1de45fb8acf65c2
apr037#2	apr037#2#h2tg000014l:138095539-143312355_rc	3608491	3746663	138172	0	0	1470154	0c82638ab366ff57e895d98e96eabc5912f6c8f4aabe5609aa05f1ec15372618
apr038#1	apr038#1#h1tg000017l:1654472-6798671	3561032	3692823	131791	0	0	1451377	7286cd31627886dd39a5b4cb58b75f609ebec05c0f16b4ad1044d8e199f7fbe8
apr038#2	apr038#2#h2tg000022l:127876238-133012041_rc	3553221	3691380	138159	0	0	1444424	b24f2b00a0397db11197c0db69883429270949d176e25397fb97de1d5ff88adb
apr039#1	apr039#1#h1tg000005l:28445311-33640507	3558616	3723211	164595	0	0	1471986	708e769c8038bf955d035954723c16dbec8475cee7d1e152e270f01c1b311f6a
apr039#2	apr039#2#h2tg000012l:28411824-33614466	3619214	3751001	131787	0	0	1451642	e259a104cbdc0bde0ea9a2f3a221ebd32d747833f33e2b9d5ee1052ba1adaa69
apr040#1	apr040#1#h1tg000032l:25914346-31039269_rc	3555139	3654186	99047	0	0	1470738	a6f96c2a3bc93b16825880fa2010f99b8e5688a1b14a204999ad327910cab2c1
apr040#2	apr040#2#h2tg000023l:25605134-30732063_rc	3558149	3657212	99063	0	0	1469718	147d59408e361a31ef74a6fdd7d705f078438252ed88fe75a7b8e91e2c318208
apr041#1	apr041#1#h1tg000024l:23526305-28655372_rc	3551942	3683698	131756	0	0	1445370	4116ce988906cc717c309372c20cfe963975e098d56e02510350ceaca607bf6b
apr041#2	apr041#2#h2tg000015l:28437008-33578583	3539336	3671145	131809	0	0	1470431	b9e6356a29ead94c91658f8079ddc7a6695cad6b1bd1fe4a4043a2713ba96d60
apr042#1	apr042#1#h1tg000024l:28343014-33430082	3505483	3643662	138179	0	0	1443407	99af25eddd87ef9465647f7a96a006f778442d723fe24aae1e3d501800d3dfe7
apr042#2	apr042#2#h2tg000022l:28456692-33606982	3549531	3687698	138167	0	0	1462593	700b0b320ef1cbdfd9a1895034ab2639e8605395763effd812a3f31d2f4800ec
apr043#1	apr043#1#h1tg000012l:139593152-144731880_rc	3544215	3675984	131769	0	0	1462745	54e77075d754a189b779d6722415148eb35ba72daa830a16918547830883127c
apr043#2	apr043#2#h2tg000007l:28374571-33634772	3564034	3695815	131781	0	0	1564387	ad4f48fb9d3893917e98181fc7058428164b8a5c9eef9d38785a4d4b65eef617
apr044#1	apr044#1#h1tg000020l:28254023-33444694	3562673	3700864	138191	0	0	1489808	228a69480c781919facb866e3d3b00055796bdd56bc6b03f1e6383bb4c0c1cb2
apr044#2	apr044#2#h2tg000019l:138732995-143879453_rc	3568473	3706635	138162	0	0	1439824	025fe3a8a1d58ad1cdb9c4c62bb750a77028420b087f9c6d34565dcdfd231c13
apr045#1	apr045#1#h1tg000014l:28436066-33585265	3552324	3684087	131763	0	0	1465113	559e03344809d138e48e9c04c4a0a693015df6630bafe41cb94150f861b79c12
apr045#2	apr045#2#h2tg000020l:28349553-33649005	3612858	3744778	131920	0	0	1554675	6458a25975b32e344647eb02e5a71e90283ebb4a3aea317b07ed00ac742197dc
apr046#1	apr046#1#h1tg000020l:28428626-33509292	3498389	3636545	138156	0	0	1444122	13c89ccc9196bf1a95a78e51e444f9f07eb47d38a190e3a1e89ec51afaff0dc5
apr046#2	apr046#2#h2tg000002l:138874465-144007848_rc	3555664	3687462	131798	0	0	1445922	0126b90fc4042387f1fcac4a234b513219163544b98638f56d1a52a6d365e5da
apr047#1	apr047#1#h1tg000022l:124629191-129940792_rc	3624278	3756211	131933	0	0	1555391	5b143c3e8c2a71cfb72170dfc8b116d20b7976d5ec99538e66200f8d931782ee
apr047#2	apr047#2#h2tg000009l:28374338-33555921	3555226	3693414	138188	0	0	1488170	cdb5f4b88dbb2a9f4a9f2224e5b661df0b786d5aab87deff03e95e279392399a
apr048#1	apr048#1#h1tg000017l:28263896-33470594	3552596	3737219	184623	0	0	1469480	5f318c4665c5b08a9c6fc1874d9015d6dc0e1bc45ab2e34a11187aff0828e2f5
apr048#2	apr048#2#h2tg000004l:138392377-143552020_rc	3556568	3688369	131801	0	0	1471275	e12981577b3aa50556bb7f6452b87aee47ddc2404bdf461cbd81d0094aa59f29
apr049#1	apr049#1#h1tg000006l:28277333-33430073	3541417	3679575	138158	0	0	1473166	72ad73c7e32fae94f1f7af264a750460e495b72f30ddc15d9bc59a683a897e08
apr049#2	apr049#2#h2tg000002l:138418227-143654758_rc	3623699	3761857	138158	0	0	1474675	8aefdc124b4bf6fbbb98f8ddd9044818854250851ec884ac203b9d51462dfe86
apr050#1	apr050#1#h1tg000015l:138045880-143321309_rc	3562723	3720886	158163	0	0	1554544	b2a33559c8e22b244287449489b996cfd481a2e09b440513e39e95d3b0d8dfce
apr050#2	apr050#2#h2tg000017l:28548291-33713388	3617550	3722944	105394	0	0	1442154	dc3260a3b89092cd141c40eeecbbb91aea36c5aa2e692085e4cb46a15a917c43
apr051#1	apr051#1#h1tg000003l:138076138-143233361_rc	3549281	3687449	138168	0	0	1469775	ac4d555b7770cd9153bf3702f716e0c74f934b1584ea900b860cfd1ee3812950
apr051#2	apr051#2#h2tg000005l:138189744-143327910_rc	3556990	3688777	131787	0	0	1449390	518254b78ae8eaf12869f12bc86028663acda6ef5a3c69df306c0f8bb70e9beb
apr52#1	apr52#1#h1tg000012l:138556531-143810417_rc	3551779	3689937	138158	0	0	1563950	a716c294967d5fe39bcd822aee13ce3bcdc5ee1df9f95b3261d98d6b83882403
apr52#2	apr52#2#h2tg000003l:137805510-143003962_rc	3506505	3644679	138174	0	0	1553774	bd068cde10e75284e8b7d39da6f83d7768f3a8dccec5ee00e572f90dc600a321
chm13#0	chm13#0#chr6:28282159-33401678	3542221	3680372	138151	0	0	1439148	3eb1e93b5e53a1ce5a2dac9d541bb69622e0b7305dc6fe419e15963a2ef0deb4
hg002#1	hg002#1#chr6:28367269-33609101	3549291	3687474	138183	0	0	1554359	273bb83d3a1d2ee0f878c8b0ed1ed82e0ae34394fb92bcd29335ef2cd37e4e84
hg002#2	hg002#2#chr6:28364349-33511960	3551211	3689375	138164	0	0	1458237	c37b150ae484eec33b6996cd152604f116945445737a1a2c9921b2a1591f5964
ksa001#1	ksa001#1#P01_compress.k30.hapmer-0000008:28390148-33635536	3552400	3690561	138161	0	0	1554828	e9596787c028945cbd8ca902c4d21feafe7c966a8b0e14f9cefda4aa5fa4124e
ksa001#2	ksa001#2#P02_compress.k30.hapmer-0000137:138158892-143358025_rc	3621922	3760074	138152	0	0	1439060	59e3d29f7435a0548b2426fbe2ae67b0622406e0d9f18441f9bcd8df959bd2f9
